production
147203027.0
112591828.0
131620062.0
116517441.0
42183038.0
8559392.0
13319553.0
15946236.0
18929886.0
31748162.0
42955125.0
70503451.0
152528774.0
127176416.0
153219012.0
112968507.0
41802000.0
10334343.0
15617635.0
11887259.0
14803893.0
30942281.0
49425616.0
48872876.0
147977002.0
100441683.0
137747323.0
132993532.0
43400858.0
12379485.0
15864488.0
16525167.0
21282041.0
29802444.0
32674788.0
77378365.0
175820548.0
122343843.0
155345914.0
137486992.0
33767013.0
11877803.0
15035307.0
18236724.0
19595347.0
37671548.0
46335615.0
80214535.0
213763996.0
135601140.0
170361951.0
138701167.0
39365195.0
8290985.0
13967411.0
15226662.0
16395647.0
28492814.0
41727118.0
49147061.0
196059629.0
132032491.0
181387967.0
143761407.0
46443372.0
11148880.0
14165823.0
13867817.0
11591648.0
27606597.0
44731147.0
66788745.0
160712858.0
122269437.0
160293173.0
158219637.0
91025721.0
10484238.0
12474761.0
12343928.0
13547374.0
32343567.0
31989255.0
51151846.0
121571091.0
85088486.0
159080647.0
199398564.0
86273513.0
14692530.0
15125325.0
16467816.0
20313369.0
22860434.0
24919756.0
48686626.0
154470288.0
99171640.0
193183201.0
173918509.0
76460564.0
13489360.0
14087484.0
16890939.0
20421491.0
27591127.0
34945280.0
57227835.0
141717324.0
129223015.0
202083411.0
191897314.0
55386396.0
10443494.0
11525738.0
17007170.0
20236691.0
20000802.0
28841807.0
53997719.0
150902490.0
175187842.0
215917593.0
104980494.0
37287404.0
8547884.0
10822655.0
13233265.0
12207508.0
19317033.0
21390422.0
38810840.0
127725726.0
137787087.0
216130988.0
99397252.0
20973588.0
7867053.0
8889834.0
11818409.0
11596120.0
18700870.0
23514025.0
48676002.0
125334814.0
160698648.0
182850039.0
119037774.0
20033975.0
9204796.0
9104109.0
9164648.0
12192632.0
16468112.0
17173090.0
39541060.0
120621607.0
161915009.0
181261902.0
153820449.0
41274330.0
8994505.0
9868768.0
9065565.0
11916795.0
11016323.0
10709754.0
32116235.0
105112598.0
94200009.0
156795989.0
162127475.0
30169163.0
8453159.0
7676048.0
12678419.0
12173872.0
14696831.0
22208587.0
37169122.0
77143784.0
98990293.0
159022184.0
166612752.0
50234295.0
4452068.0
5386396.0
6290215.0
7376878.0
11542697.0
15120636.0
36698357.0
